Rk,School,G,Pts,Pass_Cmp,Pass_Att,Pass_Pct,Pass_yds,Pass_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Total_Plays,Total_O_Yds,Avg_Total_O,Pass_First_D,Rush_First_D,First_D_Penalties,First_D_Tot,No_penalties_per_game,Penalty_Yds,Fum,Int,Tot_Turnovers,Year,Conference
23,Texas Tech,13,34.3,27.2,41.6,65.2,333.7,2.7,35.3,140.9,4,1.5,76.9,474.6,6.2,14.5,8.2,1.9,24.5,8,76.6,0.5,0.9,1.4,2017,Big 12
25,Auburn,14,33.9,18.2,27.3,66.8,233.4,1.5,45.9,218.3,4.8,2.4,73.1,451.6,6.2,9,11.5,1.8,22.3,4.5,38.6,1,0.4,1.4,2017,SEC
28,Wisconsin,14,33.8,14.6,23.2,62.8,192.1,1.8,44.7,223.2,5,2,67.9,415.3,6.1,9.1,10.6,1.4,21.1,5.4,50.2,0.6,1.1,1.7,2017,Big Ten
29,TCU,14,33.6,20.4,30.7,66.3,245.1,2,38.1,174.1,4.6,1.9,68.8,419.2,6.1,10.2,9.5,1.6,21.3,6.4,53.6,0.6,0.6,1.2,2017,Big 12
32,Clemson,14,33.3,22.1,33.5,65.9,235.5,1.2,41.2,195,4.7,2.9,74.7,430.5,5.8,11,9.6,1.4,22.1,4.9,43.4,0.5,0.6,1.1,2017,ACC
33,Ole Miss,12,32.8,23.4,36.2,64.7,328.4,2.3,30.8,134.1,4.4,1.6,66.9,462.5,6.9,12.6,7.2,1.5,21.3,7.6,62.4,0.4,1.1,1.5,2017,SEC
34,Texas A&M,13,32.7,19.5,34.5,56.3,251.2,1.7,38.9,155.6,4,2,73.5,406.8,5.5,10.7,7.4,1.9,20,5.2,45.2,0.5,0.9,1.5,2017,SEC
35,USC,14,32.6,22.1,35.1,62.9,299,1.9,38.5,186.2,4.8,2.1,73.6,485.2,6.6,13.7,9.6,1,24.3,7.6,69.6,1,0.9,1.9,2017,Pac-12
37,UCLA,13,32.5,26,41.2,63.1,344.5,2.4,30.2,114,3.8,1.5,71.5,458.5,6.4,14.1,7.6,1.8,23.5,8.2,75.2,0.9,0.8,1.7,2017,Pac-12
38,Stanford,14,32.4,14.9,25.9,57.3,186.3,1.6,34.2,202.6,5.9,2.2,60.1,388.9,6.5,7.9,7.9,1.9,17.6,5.8,47.3,0.3,0.6,0.9,2017,Pac-12
39,Kansas State,13,32.3,12,20.8,57.8,173.8,1.2,39.9,198.8,5,2.2,60.7,372.5,6.1,6.8,9.3,1.1,17.2,5.2,45.8,0.4,0.6,1,2017,Big 12
40,North Carolina State,13,32.2,24.2,37.2,65.1,275.1,1.3,38.1,177.1,4.7,2.7,75.3,452.2,6,12.5,9.2,1.7,23.3,6,55.5,0.5,0.5,1,2017,ACC
41,Mississippi State,13,32,14.7,27.2,54.1,166.9,1.3,48.8,251.7,5.2,2.3,75.9,418.6,5.5,7.6,14,1.4,23,6.2,54.6,0.6,1.1,1.7,2017,SEC
42,Arizona State,13,31.8,20.3,32,63.5,255.7,1.6,43.4,175.8,4.1,2.1,75.4,431.5,5.7,10.1,10.2,1.5,21.8,3.8,37.5,0.5,0.7,1.2,2017,Pac-12
50,Washington State,13,30.3,37.5,54.8,68.3,366.8,2.8,23.3,67.5,2.9,0.6,78.2,434.3,5.6,16.7,4.8,1.7,23.2,5.6,51.2,0.8,1.5,2.4,2017,Pac-12
52,Texas,13,29.5,22.9,38.2,60,258.8,1.4,38.9,140,3.6,1.8,77.2,398.8,5.2,11,8.2,1.5,20.5,7.1,66.8,0.5,0.8,1.4,2017,Big 12
53,Utah,13,29.5,20.1,32.8,61.1,249.4,1.4,40.5,164,4.1,1.7,73.3,413.4,5.6,10.5,10.3,2.3,23.1,6.8,61,0.9,1.1,2,2017,Pac-12
56,Iowa State,13,29.2,23.1,36.7,62.9,272.9,2.1,32.8,113.1,3.4,1.2,69.5,386,5.6,12.3,5.9,2.8,21.1,4.4,39.7,0.1,0.7,0.8,2017,Big 12
57,Northwestern,13,29.2,21.2,35.4,60,233.8,1.3,41.3,174.2,4.2,2.3,76.7,408,5.3,11.5,9.6,1.7,22.8,4.9,49,0.5,0.9,1.4,2017,Big Ten
59,Miami (FL),13,29.1,17.5,32.8,53.3,242.5,2,31.8,160.8,5.1,1.5,64.5,403.4,6.3,9.8,8.2,1.3,19.3,5.2,49.3,0.3,1.1,1.4,2017,ACC
61,Arkansas,12,28.8,16,28.3,56.5,205.4,1.5,38.5,168,4.4,2,66.8,373.4,5.6,9,9.2,1.7,19.8,4.8,42.1,0.8,0.8,1.5,2017,SEC
65,Houston,12,28.3,23.4,34.3,68.4,261.3,1.3,37.2,166.8,4.5,2.1,71.4,428.2,6,11.6,8.1,1.3,21,6,53.8,0.9,1,1.9,2017,Big 12
66,Iowa,13,28.2,15.3,27.3,56.1,189.8,2.1,37,139.2,3.8,1.3,64.3,329.1,5.1,8.2,7.9,1.3,17.4,5.1,41.1,1,0.5,1.5,2017,Big Ten
69,Virginia Tech,13,28.2,18.8,31.5,59.8,239.5,1.6,44.8,173.4,3.9,1.5,76.4,412.8,5.4,10.9,9.7,1.5,22.2,4.6,42.2,0.4,0.7,1.1,2017,ACC
70,Georgia Tech,11,28.1,3.9,10.7,36.4,84.3,0.9,57.5,307.4,5.3,2.7,68.2,391.6,5.7,2.9,15.3,1.3,19.5,4,35.8,0.9,0.5,1.4,2017,ACC
71,California,12,27.8,23.2,39.7,58.4,258.9,1.6,34.7,125.6,3.6,1.4,74.3,384.5,5.2,11.6,8.2,2.5,22.1,6.5,54.8,0.7,1,1.7,2017,Pac-12
72,Florida State,13,27.8,15.5,26.5,58.6,196.2,1.6,35.6,155.7,4.4,1.3,62.2,351.9,5.7,8.5,8.5,1.1,18,6,53.8,0.6,1,1.6,2017,ACC
75,Syracuse,12,27.4,26.7,45.7,58.4,294.8,1.7,39.9,161.5,4,1.3,85.6,456.3,5.3,13.1,9,2.3,24.4,6.2,49.4,0.7,1.3,2,2017,ACC
76,LSU,13,27.2,13.8,23.1,59.7,203.5,1.3,43.3,207.6,4.8,1.9,66.4,411.1,6.2,8.4,10.5,1.2,20.1,5.8,50.6,0.3,0.3,0.6,2017,SEC
78,Indiana,12,26.8,25.5,41.8,61,265.7,2.1,37.4,130.1,3.5,0.9,79.3,395.8,5,12,6.7,2.3,21,5.9,58.9,0.6,1.1,1.7,2017,Big Ten
80,Duke,13,26.5,20.5,36.1,56.7,213.4,1.2,42.1,171.4,4.1,1.7,78.2,384.8,4.9,10.5,10.8,1.7,23,4.8,41.6,0.5,0.9,1.5,2017,ACC
81,Colorado,12,26.4,20.3,34.2,59.5,260.4,1.6,41.2,158.5,3.9,1.4,75.3,418.9,5.6,10.7,10.3,1.6,22.6,6.3,55.7,0.4,0.8,1.2,2017,Pac-12
83,North Carolina,12,26,18.4,33.9,54.3,225.3,1.8,35.6,144.3,4.1,1.4,69.5,369.6,5.3,10.8,7.4,1.5,19.7,7.8,72.7,0.5,1.3,1.8,2017,ACC
84,Nebraska,12,25.8,22.1,38.3,57.7,277.5,1.8,30.7,107.5,3.5,1.1,68.9,385,5.6,12.1,6.1,1.4,19.6,6.3,60.7,0.2,1.4,1.6,2017,Big Ten
85,Boston College,13,25.7,15.2,28.2,54,166.3,1.2,47.5,220.4,4.6,1.8,75.8,386.7,5.1,7.8,10.1,1.1,18.9,3.6,29.8,0.6,0.9,1.5,2017,ACC
87,Kentucky,13,25.5,15.1,25.4,59.4,188.2,0.8,37.5,161.7,4.3,2.1,62.9,349.8,5.6,8.6,8.1,1.9,18.6,5.5,48.2,0.6,0.5,1.2,2017,SEC
91,Michigan,13,25.2,14.2,26.6,53.5,171.2,0.7,40.7,177.7,4.4,2,67.3,348.9,5.2,7.4,8.8,1.2,17.5,6.6,57.2,0.8,0.8,1.6,2017,Big Ten
92,Purdue,13,25.2,22.5,37.8,59.5,251.5,2.1,34.4,151.5,4.4,0.9,72.2,403.1,5.6,11.1,8.8,1.8,21.7,5.9,50.6,0.5,0.8,1.3,2017,Big Ten
95,Vanderbilt,12,24.6,19.3,33.6,57.6,243.6,2.3,29,107.6,3.7,1.2,62.6,351.2,5.6,11.5,5.6,1.3,18.4,5.8,50.1,0.3,0.8,1.2,2017,SEC
96,Michigan State,13,24.5,19,32.6,58.3,215.2,1.5,41.8,168.4,4,1.4,74.5,383.6,5.2,10.7,9,1.9,21.6,6.5,59.1,0.9,0.6,1.5,2017,Big Ten
98,Baylor,12,24.3,22.4,38.5,58.2,287.7,1.9,34.5,117.3,3.4,0.8,73,404.9,5.5,11.4,6.7,1.8,19.9,7.3,55.9,0.9,1.2,2.1,2017,Big 12
99,South Carolina,13,24.2,18.8,30.5,61.7,214.9,1.4,31.1,123,4,1.2,61.6,337.9,5.5,9.6,7.1,1.1,17.8,4.8,38,0.4,0.9,1.3,2017,SEC
100,Maryland,12,24.1,14.6,26.5,55,161.7,1.3,36.3,161.7,4.4,1.6,62.8,323.3,5.1,6.8,7.7,2.3,16.8,6.9,64.5,0.5,0.7,1.2,2017,Big Ten
107,Virginia,13,22.5,23.1,39.9,57.8,248.7,1.9,29.9,93.5,3.1,0.8,69.8,342.2,4.9,10.8,6,1.7,18.5,4.8,44.8,0.6,0.8,1.5,2017,ACC
109,Florida,11,22.1,15.8,28.4,55.8,179.5,0.9,36.4,156.4,4.3,1.4,64.7,335.9,5.2,8.4,7.5,0.9,16.8,7.9,58.7,0.9,0.9,1.8,2017,SEC
110,Minnesota,12,22.1,9.2,19.4,47.2,126.1,0.8,43.8,182.4,4.2,1.7,63.2,308.5,4.9,5.1,10,1.3,16.4,3.3,28.3,0.6,0.9,1.5,2017,Big Ten
111,Cincinnati,12,20.9,20.4,36.2,56.5,216.4,1.7,30.9,135.3,4.4,0.9,67.1,351.8,5.2,10,7.7,2,19.7,7.8,73,0.6,0.8,1.3,2017,Big 12
116,Oregon State,12,20.7,17.8,30.2,59.1,196.3,0.9,34.3,137.5,4,1.5,64.4,333.8,5.2,8.8,7.9,2.3,19,7,68,1.3,1,2.3,2017,Pac-12
119,Tennessee,12,19.8,15,26.6,56.4,173.7,0.9,34.3,117.9,3.4,1.2,60.9,291.6,4.8,7.9,6.4,2.1,16.4,5.6,41.4,0.7,0.8,1.5,2017,SEC
120,Kansas,12,18.7,20.8,38.3,54.1,226.4,1.2,32.6,102.6,3.1,0.9,70.9,329,4.6,9.4,5.5,1.3,16.2,5.5,46.1,0.8,1.4,2.2,2017,Big 12
121,Rutgers,12,18,11.3,22.9,49.1,115.6,0.6,36.4,148.6,4.1,1.6,59.3,264.2,4.5,4.9,7.3,1.6,13.8,5.9,50.1,0.8,0.9,1.7,2017,Big Ten
127,Illinois,12,15.4,14,28.3,49.6,174.8,0.7,32.2,105.6,3.3,0.9,60.4,280.4,4.6,6.9,6,1.6,14.5,7.1,64,0.6,1.6,2.2,2017,Big Ten
3,Oklahoma,13,43.9,20.8,29.5,70.6,318,3.3,44,236.8,5.4,2.3,73.5,554.8,7.5,13.5,10.5,1.3,25.3,5.1,52.2,0.7,0.6,1.3,2016,Big 12
5,Texas Tech,12,43.7,35.7,54.4,65.5,463,3.9,32.4,103.6,3.2,1.8,86.8,566.6,6.5,19.8,7.7,2.5,29.9,7.8,62,0.5,0.9,1.4,2016,Big 12
6,Louisville,13,42.5,19.1,33.5,56.9,290.5,2.5,40.4,242.2,6,2.8,73.9,532.7,7.2,11.5,11.7,1.8,25,7.8,70.7,1.7,0.8,2.5,2016,ACC
8,Washington,14,41.8,18.1,29.1,62.3,258.8,3.4,37.8,198.1,5.2,1.7,66.9,456.9,6.8,11,10.1,1.4,22.6,5.2,44.9,0.4,0.6,1.1,2016,Pac-12
11,Michigan,13,40.3,17.5,28.5,61.6,212,1.5,43.9,213.3,4.9,3.2,72.4,425.3,5.9,9.2,11,1.5,21.8,4.8,45.6,0.4,0.5,0.9,2016,Big Ten
13,Ohio State,13,39.4,19.6,31.5,62.3,213.9,2,44.8,245.2,5.5,2.5,76.3,459.2,6,8.9,13.5,1.5,24,6.3,50.6,0.4,0.5,0.9,2016,Big Ten
14,Clemson,15,39.2,28.1,41.9,67.1,333.9,3,39.3,170.3,4.3,2,81.3,504.3,6.2,15.7,8.9,2.3,26.9,6.3,57.7,0.7,1.1,1.9,2016,ACC
15,Alabama,15,38.8,17.7,27.8,63.5,210.3,1.7,42.6,245,5.8,2.2,70.4,455.3,6.5,8.1,12.1,0.8,21,5.7,44,0.7,0.6,1.3,2016,SEC
17,Oklahoma State,13,38.6,22.7,35.8,63.4,323.9,2.2,37.8,171,4.5,2.5,73.5,494.9,6.7,13.4,8.9,1.4,23.7,5.3,49.5,0.8,0.3,1.1,2016,Big 12
18,Washington State,13,38.2,35.9,51.1,70.3,362.5,3.1,27.7,121.2,4.4,1.8,78.8,483.7,6.1,17.3,6.5,2.4,26.2,7.9,68.9,0.4,0.9,1.3,2016,Pac-12
21,Penn State,14,37.6,16.1,27.9,57.8,260.7,2.1,38.3,174.9,4.6,2.4,66.2,435.6,6.6,9.6,8.7,2.1,20.4,4.8,44.1,0.9,0.6,1.4,2016,Big Ten
22,California,12,37.1,31.9,51.8,61.7,358.8,3.1,34.5,154.3,4.5,1.3,86.3,513.2,5.9,16.4,8.6,2.9,27.9,7.4,75.8,0.3,1,1.3,2016,Pac-12
24,Tennessee,13,36.4,18.3,29.2,62.8,238.5,2.2,39.8,205.2,5.2,2.4,68.9,443.7,6.4,10.5,9.7,1.4,21.5,6.2,56.5,1.1,0.9,2,2016,SEC
26,Houston,13,35.8,27.1,40.2,67.3,296.3,1.8,43.2,147.1,3.4,2.2,83.4,443.4,5.3,13.7,9.3,1.2,24.2,4.5,42.6,0.8,1.2,1.9,2016,Big 12
27,Oregon,12,35.4,21.4,33.3,64.4,265.3,2.3,41.1,226.4,5.5,2.4,74.3,491.7,6.6,11.2,10.2,2,23.3,8.3,75.8,0.8,0.5,1.3,2016,Pac-12
31,Florida State,13,35.1,18.8,32.4,58,264.1,1.8,39.8,202.3,5.1,2.5,72.2,466.4,6.5,11,11.5,2.2,24.7,7.7,72.9,0.9,0.6,1.5,2016,ACC
33,Virginia Tech,14,35,19.9,32.1,62.1,261.9,2.2,45.4,183.9,4.1,1.9,77.4,445.7,5.8,12.3,9.6,1.7,23.6,5.1,47.6,1.3,0.6,1.9,2016,ACC
34,Texas A&M,13,34.8,19.6,36.1,54.4,255.2,1.9,37.2,211.8,5.7,2.2,73.3,467,6.4,10.9,9.5,1.2,21.6,6.2,52.7,0.9,0.7,1.6,2016,SEC
35,Baylor,13,34.6,20.7,36.9,56,280.9,2.5,48.3,241.8,5,1.9,85.2,522.7,6.1,10.8,13.4,1.1,25.3,9.9,82.2,0.9,1.2,2.1,2016,Big 12
36,USC,13,34.4,23.4,35.6,65.7,276.4,2.5,38.6,201.1,5.2,1.4,74.2,477.5,6.4,12.6,10.4,1.8,24.8,7.6,67.2,0.7,0.8,1.5,2016,Pac-12
37,Miami (FL),13,34.3,20.2,32.8,61.7,274.2,2.1,33.5,151.8,4.5,1.8,66.2,425.9,6.4,11.4,7.3,1.4,20.1,7.3,67.4,0.2,0.5,0.8,2016,ACC
40,Arizona State,12,33.3,21.4,35.4,60.5,259.3,1.3,39.5,131.8,3.3,2.3,74.9,391.1,5.2,11.2,7.3,1.8,20.3,5.5,52,0.6,1.2,1.8,2016,Pac-12
42,Ole Miss,12,32.6,24.1,40.3,59.8,314.9,2.3,35.2,149.4,4.2,1.4,75.4,464.3,6.2,14.8,8.3,1.8,24.8,4.9,43.3,0.4,1.2,1.6,2016,SEC
44,North Carolina,13,32.3,24.1,35.3,68.2,293.2,2.3,30.8,145.8,4.7,1.6,66.2,439,6.6,12.9,7.4,1.5,21.8,7.6,61.3,0.8,0.5,1.2,2016,ACC
45,Kansas State,13,32.2,13.6,23.8,57.3,157,0.8,43.8,232.2,5.3,3,67.6,389.2,5.8,7.3,12.2,1.9,21.4,6.8,56.6,0.5,0.4,0.9,2016,Big 12
46,Texas,12,31.9,20.1,33.5,60,252,1.8,49.6,240.2,4.8,2.3,83.1,492.2,5.9,10.2,13.1,1.8,25.2,7.1,64.1,0.9,1,1.9,2016,Big 12
48,Missouri,12,31.4,20.8,37.3,55.6,295.4,2.1,41.7,205.1,4.9,2,79,500.5,6.3,10.8,12,1.5,24.3,6.7,58,1.1,0.8,1.9,2016,SEC
49,Auburn,13,31.2,13.7,22.1,62,169.5,0.9,49.6,271.3,5.5,2.5,71.7,440.8,6.1,7.5,13.2,1.2,21.9,4.7,36.5,0.6,0.5,1.1,2016,SEC
50,West Virginia,13,31.2,19.2,31.5,60.9,257.2,2,44.2,228.4,5.2,1.8,75.6,485.5,6.4,11.7,10.4,2.1,24.2,6.5,63.3,0.8,0.8,1.6,2016,Big 12
51,Colorado,14,31.1,20.6,33.5,61.6,254.5,1.5,45,183.9,4.1,2.1,78.5,438.4,5.6,10.6,10.6,2.1,23.4,5.4,47.2,0.6,0.8,1.4,2016,Pac-12
52,TCU,13,31,22.7,38.7,58.6,268.2,1.4,37.5,195,5.2,2.3,76.2,463.2,6.1,11.5,9.6,1.6,22.8,6.8,61.3,0.5,1.1,1.5,2016,Big 12
56,Mississippi State,13,30.4,17.7,31.6,56,209.7,1.8,40.6,231.2,5.7,1.8,72.2,440.8,6.1,9.5,10.9,1.6,22,5.2,47.5,0.5,0.8,1.2,2016,SEC
57,Arkansas,13,30.3,19,31.2,60.8,264.2,2,39.7,164.4,4.1,1.6,70.9,428.5,6,11.5,8.9,1.7,22.3,6.2,51.9,0.8,1.2,1.9,2016,SEC
58,Kentucky,13,30,13.1,24,54.5,186.1,1.3,43.1,234.2,5.4,2.3,67.1,420.2,6.3,7.4,11.2,1.5,20,5.1,46.5,1.2,0.9,2.2,2016,SEC
60,Utah,13,29.8,16.3,30.7,53.1,216.7,1.2,43.8,214,4.9,1.9,74.5,430.7,5.8,9.1,11.1,1.8,21.9,6.9,60.4,1.3,0.6,1.9,2016,Pac-12
63,Minnesota,13,29.3,13.9,25.2,55.2,173.6,0.7,42.9,183.6,4.3,2.6,68.2,357.2,5.2,8.2,9.7,1.3,19.2,6.8,57.2,0.4,0.9,1.3,2016,Big Ten
67,Wisconsin,14,28.4,14.4,23.1,62.5,179.1,1,47,203.1,4.3,2.2,70.1,382.1,5.5,9.3,10.1,0.9,20.3,3.4,32.5,0.4,0.7,1.1,2016,Big Ten
69,LSU,12,28.3,14.5,24.8,58.4,190.1,1,38.2,233.1,6.1,2.5,63,423.2,6.7,8.3,10,1.3,19.6,4.8,41,0.8,0.6,1.4,2016,SEC
70,Georgia Tech,13,28.2,6.4,12.2,52.2,129.2,0.7,47,258.1,5.5,2.6,59.2,387.2,6.5,4.4,12.3,1.1,17.8,4.4,38.5,0.8,0.3,1.2,2016,ACC
71,Iowa State,12,27.7,19.6,33.2,59,258.8,1.8,38.2,162.8,4.3,1.5,71.3,421.6,5.9,11.1,8.6,1.4,21.1,6.3,56.8,0.7,0.7,1.3,2016,Big 12
77,North Carolina State,13,27,20.2,33.7,60,260.5,1.5,38.8,156.2,4,1.8,72.5,416.7,5.8,11.8,8.5,1.5,21.8,6,62.3,0.6,0.9,1.5,2016,ACC
79,Nebraska,13,26.5,15.5,30.8,50.3,211.7,1.4,40.2,169.2,4.2,1.8,70.9,380.9,5.4,10.2,8.6,1.7,20.5,5.8,53.5,0.4,0.7,1.1,2016,Big Ten
84,Stanford,13,26.3,13.8,23.5,58.7,158.2,1.2,40.2,208.9,5.2,1.5,63.6,367.1,5.8,7.5,9.4,1.2,18.1,6.5,54.4,0.7,0.7,1.4,2016,Pac-12
86,Oregon State,12,26.2,16.1,29.4,54.7,173.8,1.1,36.7,192.2,5.2,2,66.1,366,5.5,7.5,9.1,1.6,18.2,8,71.8,0.7,0.9,1.6,2016,Pac-12
87,Northwestern,13,26,21.7,37.2,58.4,245.1,1.7,38.5,153.2,4,1.7,75.7,398.2,5.3,12,8,1.6,21.6,3.6,29.9,0.5,0.7,1.2,2016,Big Ten
88,Indiana,13,25.8,20.2,35.1,57.7,273.8,1.6,41.1,152.2,3.7,1.4,76.2,426,5.6,11.7,8.1,1.7,21.5,6.1,52.8,0.8,1.4,2.2,2016,Big Ten
89,Maryland,13,25.8,15.1,26.3,57.3,178.2,1.2,41,199.5,4.9,2,67.3,377.8,5.6,7.8,9.5,0.8,18.2,6.8,60.7,0.8,0.7,1.5,2016,Big Ten
90,Syracuse,12,25.7,27.7,43.5,63.6,321.3,2,37.3,119.7,3.2,1.3,80.8,440.9,5.5,13.6,6.6,2.2,22.3,8,60.8,0.6,1.1,1.7,2016,ACC
95,Iowa,13,24.9,13.5,23.8,56.5,153.2,1.3,38.6,171.8,4.5,1.8,62.5,325,5.2,6.5,9,1.2,16.7,5,41.3,0.2,0.8,0.9,2016,Big Ten
96,UCLA,12,24.9,22.8,41.2,55.3,295.6,1.8,28.8,84.3,2.9,1.1,69.9,379.8,5.4,12.7,4.9,2.2,19.8,6.6,59.7,0.8,1.3,2.1,2016,Pac-12
97,Arizona,12,24.8,13.1,25.5,51.3,178.1,1.1,42.4,235,5.5,2.2,67.9,413.1,6.1,7.1,10.8,2.7,20.5,6.3,64,0.8,1,1.8,2016,Pac-12
101,Purdue,12,24.6,26,46.4,56,294.9,2.1,30,96.3,3.2,1,76.4,391.3,5.1,12.7,6.5,2,21.2,4.3,37.3,0.7,2.1,2.8,2016,Big Ten
102,Georgia,13,24.5,16.3,29.7,54.9,193.5,1.2,40.8,191.5,4.7,1.4,70.5,384.9,5.5,9,9.7,1.4,20.1,5.7,43,0.8,0.7,1.5,2016,SEC
104,Michigan State,12,24.1,17.6,30.8,57,222.3,1.6,39.3,172.7,4.4,1.2,70.1,395,5.6,10.4,9.1,1,20.5,6.4,60.3,0.6,0.9,1.5,2016,Big Ten
107,Florida,13,23.9,18.5,31.5,58.8,215.8,1.4,34.8,128.2,3.7,0.8,66.3,344,5.2,9.6,7.3,1.2,18.1,6.8,58.3,0.5,1.2,1.7,2016,SEC
110,Duke,12,23.3,23.1,36.9,62.5,239.8,1.5,39.5,153.6,3.9,1.6,76.4,393.3,5.1,11.9,7.9,1.7,21.5,5.2,40.4,1.2,0.8,1.9,2016,ACC
113,Vanderbilt,13,23,16.2,30.3,53.3,191.2,0.7,38.2,164.5,4.3,2,68.5,355.7,5.2,9.9,8.1,1.5,19.5,5.2,44.2,0.3,0.8,1.2,2016,SEC
115,Virginia,12,22.5,22.2,40.6,54.6,239.3,1.9,32,113.6,3.5,1.1,72.6,352.9,4.9,11,7.2,1.7,19.8,6.3,57.9,0.8,1.3,2.2,2016,ACC
116,South Carolina,13,20.8,19.1,30.9,61.7,213.2,0.9,36.5,134.4,3.7,1.5,67.5,347.5,5.2,9.8,7.2,1.6,18.5,5,46.6,1,0.5,1.5,2016,SEC
118,Boston College,13,20.4,11.5,22.8,50.7,143.8,1.1,43.5,149.1,3.4,1.2,66.3,292.8,4.4,6.7,6.8,1.1,14.5,6.9,57.4,0.9,0.6,1.5,2016,ACC
119,Wake Forest,13,20.4,14.6,27.2,53.8,165.7,0.7,41,145.8,3.6,1.3,68.2,311.5,4.6,7.2,8.5,1.5,17.3,4.7,38.5,0.5,1,1.5,2016,ACC
120,Kansas,12,20.3,23.2,38.8,59.8,240.4,1.3,33.8,119.1,3.5,0.9,72.5,359.5,5,8.8,7.4,1.5,17.8,5.9,54.5,1.2,1.8,3,2016,Big 12
122,Illinois,12,19.7,15.3,29.8,51.1,174.6,1.1,29.4,140.5,4.8,1.2,59.3,315.1,5.3,7.6,6.1,1.3,15,6.3,53.3,0.9,0.8,1.7,2016,Big Ten
123,Cincinnati,12,19.3,21.6,37.8,57.2,255.9,1.6,33,118.3,3.6,0.7,70.8,374.3,5.3,11.9,6.3,1.1,19.3,4.6,45.3,0.7,1.3,1.9,2016,Big 12
127,Rutgers,12,15.7,13.3,27.7,47.9,138.3,0.9,40.7,145.3,3.6,0.7,68.3,283.5,4.1,6.8,8,0.8,15.5,5.3,43,1,0.6,1.6,2016,Big Ten
1,Baylor,13,48.1,17.6,29.9,58.9,289.5,3.4,54.8,327.2,6,3.2,84.7,616.7,7.3,11.1,16.9,1.5,29.5,9.1,80.2,1,1,2,2015,Big 12
2,Texas Tech,13,45.1,29.9,47.7,62.7,388.2,3,35.7,191.3,5.4,2.6,83.4,579.5,6.9,15.6,10.8,1.8,28.3,7.1,64.3,0.6,1.2,1.8,2015,Big 12
4,Oklahoma,13,43.5,22.5,33.8,66.5,308.2,2.9,44.2,222.1,5,2.5,77.9,530.2,6.8,13.8,11,2.3,27.2,6.2,61.5,0.7,0.7,1.4,2015,Big 12
5,Oregon,13,43,18.2,28.8,62.9,258.3,2.5,47.5,280.1,5.9,2.6,76.4,538.4,7,10.5,13.3,1.8,25.7,6.9,61,0.5,0.8,1.3,2015,Pac-12
7,TCU,13,42.1,25,39.7,63,347.4,3,43.2,215.5,5,2,82.9,562.8,6.8,14.6,11.2,1.8,27.5,7.2,70.9,0.3,1.2,1.5,2015,Big 12
8,Ole Miss,13,40.8,24.5,37.6,65,334.7,2.7,35.6,183.1,5.1,2.2,73.2,517.8,7.1,14,10.1,2.2,26.2,6.1,54,0.7,1.1,1.8,2015,SEC
9,North Carolina,14,40.7,18.6,29.1,63.7,262.2,2.2,37.6,224.7,6,2.9,66.8,486.9,7.3,11.3,10.4,2.2,23.9,5.7,46.4,0.6,0.7,1.4,2015,ACC
10,Houston,14,40.4,20.3,30.9,65.7,248.3,1.6,47.8,236.3,4.9,3.3,78.6,484.6,6.2,10.6,11.2,1.9,23.7,6.1,56.7,0.5,0.5,1,2015,Big 12
14,Oklahoma State,13,39.5,25,39.8,62.9,353.2,2.7,35.4,126.5,3.6,1.8,75.2,479.6,6.4,15.2,6.8,1.6,23.5,5.7,50.2,0.4,0.8,1.2,2015,Big 12
16,Clemson,15,38.5,23.7,35.2,67.4,291.9,2.3,45.3,222.7,4.9,2.3,80.5,514.5,6.4,13.2,11,2,26.2,5.6,46.3,0.8,1,1.8,2015,ACC
17,California,13,37.9,27.1,42.3,64,375.9,3.4,33.8,152.8,4.5,1.2,76.1,528.8,7,15.5,8.8,2,26.2,5.2,43.7,0.7,1.1,1.8,2015,Pac-12
18,Stanford,14,37.8,15.2,22.7,67,211.8,2.1,43.6,223.6,5.1,2.4,66.3,435.4,6.6,9.2,11.1,1.9,22.2,5.6,46.3,0.4,0.6,0.9,2015,Pac-12
20,Arizona,13,37.4,21,35.8,58.7,272,2.1,40.4,222.8,5.5,2.4,76.2,494.8,6.5,11.3,10.6,2.5,24.5,5.7,48.7,0.8,0.8,1.5,2015,Pac-12
25,Indiana,13,36.5,20.7,35.5,58.4,293.8,2.1,45.5,210.5,4.6,2.1,81,504.3,6.2,12.9,10.8,2.2,25.9,7,59.8,0.5,0.6,1.1,2015,Big Ten
27,Arkansas,13,35.9,18.9,28.8,65.8,268.2,2.4,39.3,198.3,5,2.4,68.1,466.5,6.9,12.8,9.9,0.7,23.4,4.2,36.7,0.2,0.6,0.8,2015,SEC
28,Ohio State,13,35.7,15.6,24.9,62.7,188.8,1.5,43.7,245.3,5.6,3,68.6,434.1,6.3,8.8,11.6,1.2,21.5,5.8,54.7,0.7,0.7,1.4,2015,Big Ten
29,Tennessee,13,35.2,16.9,28.5,59.3,198.6,1.3,47.5,223.7,4.7,2.5,76,422.3,5.6,10,11.5,1,22.5,5.1,40.8,0.5,0.4,0.8,2015,SEC
30,Alabama,15,35.1,20.1,29.7,67.5,227.1,1.5,42.8,199.9,4.7,2.2,72.5,427.1,5.9,9.8,10.5,1.7,22,5.9,55.7,0.5,0.7,1.1,2015,SEC
