Rk,School,G,Pts,Pass_Cmp,Pass_Att,Pass_Pct,Pass_yds,Pass_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Total_Plays,Total_O_Yds,Avg_Total_O,Pass_First_D,Rush_First_D,First_D_Penalties,First_D_Tot,No_penalties_per_game,Penalty_Yds,Fum,Int,Tot_Turnovers,Year,Conference
6,Michigan,14,40.4,17,26.4,64.3,219.9,1.7,42.9,238.9,5.6,2.9,69.3,458.8,6.6,9.3,12.6,1.4,23.3,4.1,32,0.3,0.4,0.7,2022,Big Ten
7,Washington,13,39.7,28.7,44.2,64.9,369.8,2.5,30.8,146,4.7,2.5,75,515.8,6.9,17.1,8.7,1.5,27.2,6.8,60.5,0.2,0.7,0.8,2022,Pac-12
8,UCLA,13,39.2,22.5,32.3,69.5,266.4,2.2,39.5,237.2,6,2.8,71.8,503.6,7,12.2,12.2,1.4,25.7,6.5,52.5,0.7,0.9,1.6,2022,Pac-12
9,Oregon,13,38.8,23.7,33.2,71.3,284.8,2.3,39.1,215.8,5.5,2.6,72.3,500.5,6.9,12.2,12.7,1.6,26.5,6.8,57.2,0.2,0.7,0.9,2022,Pac-12
10,TCU,15,38.8,19.5,30.3,64.3,261.7,2.2,37.7,193.3,5.1,2.5,68,455,6.7,10.3,9.4,1.5,21.1,4.8,49.6,0.5,0.5,1.1,2022,Big 12
11,Utah,14,38.6,20.6,31.9,64.6,249.2,2.2,40,217.6,5.4,2.7,71.9,466.9,6.5,11.1,12.5,2.4,26.1,4.5,40.2,0.6,0.7,1.3,2022,Pac-12
16,Florida State,13,36.1,19.2,30.4,63,270.2,2.2,39.2,214.1,5.5,2.5,69.5,484.2,7,11,11.2,2,24.2,6.7,59.1,0.5,0.5,1.1,2022,ACC
17,Houston,13,36.1,25.9,38.5,67.4,314,3.1,30.9,141.8,4.6,1.3,69.4,455.8,6.6,14.9,7.2,1.4,23.5,7.9,70.4,0.7,0.8,1.5,2022,Big 12
18,Wake Forest,13,36.1,23.2,36.4,63.8,311.9,3.3,38.8,130.5,3.4,1.3,75.2,442.4,5.9,14.8,8.2,2.4,25.4,4.8,40.2,0.5,1,1.5,2022,ACC
20,Penn State,13,35.8,20.8,32.5,64,252.5,2.2,37.6,181.1,4.8,2.2,70.1,433.6,6.2,11.8,7.9,1.7,21.4,5.3,48.3,0.6,0.5,1.2,2022,Big Ten
21,Kansas,13,35.6,18.6,28.5,65.2,254.4,2.5,34.3,184.2,5.4,2.2,62.8,438.6,7,11.3,7.8,1.4,20.5,5.3,46.5,0.8,0.6,1.5,2022,Big 12
24,LSU,14,34.5,23,34.3,67.1,269.3,1.6,36.9,183.9,5,2.8,71.2,453.1,6.4,12.6,9.9,2.1,24.7,6.1,54.3,0.8,0.5,1.3,2022,SEC
25,Texas,13,34.5,19.1,31.2,61.2,241.4,1.7,36.2,188.2,5.2,2.2,67.3,429.5,6.4,11.3,9.5,2.1,22.9,6.1,47.3,0.4,0.5,0.9,2022,Big 12
26,North Carolina,14,34.4,24.6,37.6,65.4,309.3,2.7,36.3,153.5,4.2,1.7,73.9,462.8,6.3,13.9,8.9,1.9,24.7,6.1,55.3,0.5,0.5,1,2022,ACC
27,Texas Tech,13,34.2,26.8,43.8,61.2,302.5,2,40.4,158.9,3.9,2.2,84.2,461.4,5.5,13.9,10.5,2.2,26.5,5.7,44.3,0.5,1.4,1.9,2022,Big 12
29,Ole Miss,13,33.5,18.4,29.8,61.8,239.8,1.7,47.2,256.6,5.4,2.5,77,496.4,6.4,9.8,13.5,1.9,25.2,6.8,63.5,0.7,0.9,1.6,2022,SEC
30,Clemson,14,33.2,21.3,34.3,62.1,232.4,1.7,39,177.9,4.6,2.2,73.3,410.3,5.6,10.4,10.2,2.4,22.9,5.4,48.2,0.9,0.7,1.6,2022,ACC
32,Duke,13,32.8,19.6,30.8,63.8,231.5,1.5,37.2,184.2,4.9,2.4,68,415.7,6.1,9.8,9.8,2.1,21.8,5.2,50.5,0.3,0.5,0.8,2022,ACC
33,Oklahoma,13,32.8,19.3,31.3,61.7,254.6,2.1,44.7,219.4,4.9,2.2,76,474,6.2,10.6,11.9,1.3,23.8,5.7,50.2,0.5,0.6,1.2,2022,Big 12
35,Arkansas,13,32.5,17.8,27.5,64.7,233.8,2,46.5,236.7,5.1,2.1,74,470.5,6.4,9.7,12.8,1.4,23.9,6.4,55.5,0.8,0.5,1.4,2022,SEC
37,Kansas State,14,32.3,17.3,27.8,62.2,210.5,1.5,40.6,208.3,5.1,2.3,68.4,418.8,6.1,9.4,9.5,1.1,20.1,5.3,42.9,0.4,0.4,0.9,2022,Big 12
38,Baylor,13,32.2,19,30.2,63,231.5,1.5,41.2,182.4,4.4,2.6,71.3,413.8,5.8,10.6,10.3,1.8,22.8,4.8,41.1,0.5,0.8,1.3,2022,Big 12
39,Oregon State,13,32.2,15.5,24.8,62.4,199.5,1.2,40.3,196.5,4.9,2.8,65.1,396,6.1,9.5,11.3,1.6,22.4,6,54.7,0.4,1,1.4,2022,Pac-12
40,South Carolina,13,32.2,21.6,32.4,66.7,260,1.8,31.6,118.8,3.8,2.1,64,378.8,5.9,9.7,7.3,2,19,6.9,63.8,1,1.1,2.1,2022,SEC
43,Mississippi State,13,31.6,32.9,48.8,67.5,311.2,2.8,22.7,81.7,3.6,0.9,71.5,392.9,5.5,15.2,5.4,2.2,22.8,6.3,60.8,0.8,0.7,1.5,2022,SEC
48,Arizona,12,30.8,23.6,38.3,61.7,318.4,2.2,29.3,143.5,4.9,1.6,67.6,461.9,6.8,14.2,8.2,1.8,24.2,5.4,50,0.7,1.1,1.8,2022,Pac-12
50,Oklahoma State,13,30.6,22.5,40.3,55.7,279.5,1.8,36.6,125.5,3.4,1.5,76.9,405.1,5.3,12.5,7.7,2.1,22.2,3.5,33.5,0.4,1.4,1.8,2022,Big 12
52,West Virginia,12,30.6,21.2,35.4,59.8,227.5,1.7,37.1,171.5,4.6,2,72.5,399,5.5,10.9,9.3,3.1,23.3,6.4,53,0.6,1,1.6,2022,Big 12
58,Florida,13,29.5,15.3,28.2,54.4,223.8,1.4,36.3,200.2,5.5,2.2,64.5,424.1,6.6,9.9,8.7,1.4,20,6.8,50.1,0.4,0.7,1.1,2022,SEC
59,Cincinnati,13,29.2,19.1,31.9,59.8,242.7,1.7,32.8,129.7,4,1.5,64.7,372.4,5.8,11.2,6.5,0.8,18.5,7.5,64.4,0.6,0.6,1.2,2022,Big 12
66,Maryland,13,28.2,22.6,34.3,65.9,260.2,1.6,36.1,141.3,3.9,1.8,70.4,401.5,5.7,11.5,7.2,1.5,20.2,7.8,71.1,0.5,0.6,1.2,2022,Big Ten
67,Minnesota,13,28.2,13.2,21.6,61.2,182.2,0.9,44.7,207.3,4.6,2.5,66.3,389.5,5.9,8.1,12.5,1.1,21.6,3.5,31.8,0.3,0.7,1,2022,Big Ten
70,Syracuse,13,27.7,17.5,28.5,61.6,231.9,1.5,34.2,142.5,4.2,1.6,62.6,374.4,6,10.7,7.8,1.8,20.3,8.5,63,0.3,0.7,1,2022,ACC
74,Louisville,13,26.9,16.8,28.3,59.2,205.5,1,39.8,200.6,5,1.9,68.2,406.2,6,9.6,8.9,1.8,20.3,6.9,66,0.9,0.9,1.8,2022,ACC
75,Purdue,14,26.6,26.4,41.6,63.3,278.8,1.9,33.3,121,3.6,1.2,74.9,399.8,5.3,12.7,7.9,2.4,23.1,5.4,53.6,0.4,1.2,1.6,2022,Big Ten
77,Wisconsin,13,26.3,14.5,25.1,57.7,183.8,1.6,38.5,179.8,4.7,1.6,63.6,363.6,5.7,8.5,7.9,1.6,18,6.2,57.8,0.5,0.8,1.4,2022,Big Ten
79,Arizona State,12,26.1,22.5,33.6,67,251.9,1.5,32.1,135.3,4.2,1.8,65.7,387.2,5.9,12.1,7.3,1.8,21.3,7.3,72.3,0.8,0.8,1.5,2022,Pac-12
80,Washington State,13,26.1,24.8,38.5,64.6,253.8,1.8,28.2,106.8,3.8,1.3,66.7,360.7,5.4,11.5,6.5,1.9,19.8,5.4,45.3,0.7,0.7,1.4,2022,Pac-12
86,Auburn,12,24.8,13.3,25.7,51.6,172.7,0.8,40.7,205.8,5.1,2.1,66.3,378.5,5.7,7.3,10,0.8,18.1,7.5,57.3,0.9,1,1.9,2022,SEC
88,Missouri,13,24.8,19.3,30.5,63.4,214.1,1.1,37.7,155.7,4.1,1.5,68.2,369.8,5.4,9.5,7.8,1.4,18.6,7.8,63.7,0.9,0.7,1.6,2022,SEC
89,Vanderbilt,12,24.6,16.7,28.8,57.8,187.3,1.8,37.1,159.9,4.3,1.1,65.9,347.3,5.3,7.8,7.8,1.9,17.5,5.3,46.1,0.8,0.5,1.3,2022,SEC
92,Michigan State,12,24.4,21.5,34.3,62.6,240,1.9,30.1,113,3.8,1.3,64.4,353,5.5,11.2,6.7,2.3,20.2,5.8,54.9,0.3,1,1.3,2022,Big Ten
94,North Carolina State,13,24.3,20.7,36.2,57.1,226.1,1.8,34,113.8,3.3,0.6,70.2,339.8,4.8,10.5,7.4,2.5,20.4,7.3,57.5,0.6,0.6,1.2,2022,ACC
95,Illinois,13,24.2,21.2,30.4,69.6,211.8,1.2,41.8,166.2,4,1.4,72.2,378,5.2,10.4,8.9,1.8,21.1,6.5,61.4,0.9,0.4,1.3,2022,Big Ten
96,California,12,23.9,24.3,38.8,62.4,268,1.9,26.6,96.6,3.6,0.8,65.4,364.6,5.6,11.6,5.7,2,19.3,5.3,44.6,0.3,0.8,1,2022,Pac-12
97,Miami (FL),12,23.6,21.3,34.4,61.7,239,1.5,34.4,127.9,3.7,1,68.8,366.9,5.3,10.9,8.3,2.1,21.3,7.1,60,1.1,1,2.1,2022,ACC
100,Indiana,12,23.3,21.8,40.3,54,217.4,1.3,33,110.8,3.4,1.3,73.3,328.3,4.5,9.8,6.8,2.7,19.2,5,45.3,0.4,1.1,1.5,2022,Big Ten
101,Texas A&M,12,22.8,18.3,32.6,56.3,219.4,1.5,30.5,141.5,4.6,1,63.1,360.9,5.7,9.2,7.8,2.5,19.5,6.3,49.1,0.9,0.5,1.4,2022,SEC
102,Nebraska,12,22.6,17.1,28.3,60.3,220.8,1.4,35,123.3,3.5,1.4,63.3,344.2,5.4,9.3,7,1.8,18.1,5.4,42.5,0.5,1.1,1.6,2022,Big Ten
109,Stanford,12,21.3,22.9,37.3,61.4,254.3,1.3,31.3,107.3,3.4,1.2,68.7,361.6,5.3,12.1,6.5,2.2,20.8,4.6,41.3,1.1,0.7,1.8,2022,Pac-12
112,Kentucky,13,20.4,17.2,26.8,64.2,208.5,1.6,35.6,116.2,3.3,0.7,62.5,324.7,5.2,8.9,6.9,1.8,17.6,5.7,39.5,0.5,1,1.5,2022,SEC
113,Iowa State,12,20.2,26.1,39.9,65.3,261.8,1.6,32.8,108,3.3,0.8,72.7,369.8,5.1,12.8,6.1,1.6,20.4,5.6,46.1,0.6,1.3,1.8,2022,Big 12
118,Virginia Tech,11,19.3,18.5,31.5,58.7,203.3,0.8,35.3,110.2,3.1,1.4,66.7,313.5,4.7,9,6.5,2,17.5,7.4,58.5,0.5,0.8,1.4,2022,ACC
122,Boston College,12,17.8,21.8,36.7,59.5,247.1,1.8,30.2,62.8,2.1,0.5,66.8,309.8,4.6,10.1,5.4,1.3,16.8,6,48.5,1,1.2,2.2,2022,ACC
123,Iowa,13,17.7,14.8,26.8,55,156.7,0.5,32.5,94.8,2.9,0.9,59.3,251.5,4.2,7.2,5.5,1.1,13.8,4.1,32.7,0.8,0.5,1.3,2022,Big Ten
124,Rutgers,12,17.4,14,27.7,50.6,153.9,0.9,35.8,127.8,3.6,0.9,63.5,281.7,4.4,6.9,7.2,0.8,14.8,7.8,64.2,0.5,1.2,1.7,2022,Big Ten
125,Georgia Tech,12,17.2,18.3,31.8,57.5,192.2,0.8,35.5,132.7,3.7,1.1,67.3,324.8,4.8,8.9,7.2,1.6,17.7,5.8,51.9,0.3,0.8,1.1,2022,ACC
126,Virginia,10,17,18.5,34.1,54.3,221,0.7,32.9,123.1,3.7,1.3,67,344.1,5.1,9.2,7.4,2.5,19.1,7,62.2,1,1.2,2.2,2022,ACC
127,Colorado,12,15.4,14.9,30,49.7,172.9,0.8,32.3,108.3,3.4,0.9,62.3,281.3,4.5,7.2,7.2,1.6,15.9,5.3,48.3,1,0.8,1.8,2022,Pac-12
128,Northwestern,12,13.8,20.4,34.8,58.8,210.3,0.8,39.1,125.1,3.2,0.9,73.8,335.4,4.5,9.5,7.8,1.7,19,4.6,40.8,1.2,1.4,2.6,2022,Big Ten
1,Ohio State,13,45.7,26.8,38,70.6,380.9,3.5,32.3,180.8,5.6,1.8,70.3,561.7,8,16.5,9,1.2,26.8,6.5,59.2,0.2,0.6,0.8,2021,Big Ten
4,Wake Forest,14,41,21.6,37.1,58.2,307.4,2.8,40.4,160.6,4,2.2,77.4,467.9,6,13.8,8.3,3.2,25.3,5.8,52.7,0.4,1.1,1.4,2021,ACC
